date,close,high,low,open,volume
1980-12-12,0.09872592240571976,0.0991551417254879,0.09872592240571976,0.09872592240571976,469033600
1980-12-15,0.09357534348964691,0.09400456286814542,0.09357534348964691,0.09400456286814542,175884800
1980-12-16,0.08670710772275925,0.08713632135240351,0.08670710772275925,0.08713632135240351,105728000
1980-12-17,0.08885320276021957,0.08928242219541198,0.08885320276021957,0.08885320276021957,86441600
1980-12-18,0.0914292186498642,0.09185843208542686,0.0914292186498642,0.0914292186498642,73449600
1980-12-19,0.09700906276702881,0.09743828211413315,0.09700906276702881,0.09700906276702881,48630400
1980-12-22,0.10173045843839645,0.10216044576719974,0.10173045843839645,0.10173045843839645,37363200
1980-12-23,0.10602334886789322,0.10645256809016534,0.10602334886789322,0.10602334886789322,46950400
1980-12-24,0.11160322278738022,0.11203244223431717,0.11160322278738022,0.11160322278738022,48003200
1980-12-26,0.121905118227005,0.12233433742581505,0.12190511822700499,0.12190511822700499,55574400
1980-12-29,0.12362201511859894,0.1240512344269807,0.12362201511859894,0.12362201511859894,93161600
1980-12-30,0.12061749398708344,0.12104670180175822,0.12061749398708344,0.12104670180175822,68880000
1980-12-31,0.11718377470970154,0.1176129940304219,0.11718377470970155,0.1176129940304219,35750400
1981-01-02,0.11847144365310669,0.11932988245717048,0.11847144365310668,0.11847144365310668,21660800
1981-01-05,0.11589612066745758,0.11632532849819828,0.11589612066745758,0.11632532849819828,35728000
1981-01-06,0.11074474453926086,0.11117396383367048,0.11074474453926086,0.11117396383367048,45158400
1981-01-07,0.10602334886789322,0.10645256809016534,0.10602334886789322,0.10645256809016534,55686400
1981-01-08,0.10387733578681946,0.10430654379539715,0.10387733578681946,0.10430654379539715,39827200
1981-01-09,0.1094571053981781,0.1098863247211355,0.1094571053981781,0.1094571053981781,21504000
1981-01-12,0.10859871655702591,0.10945714404397557,0.10859871655702591,0.10945714404397557,23699200
1981-01-13,0.10473573207855225,0.10516495142137225,0.10473573207855225,0.10516495142137225,23049600
1981-01-14,0.10516492277383804,0.10559414199973624,0.10516492277383804,0.10516492277383804,14291200
1981-01-15,0.10731104761362076,0.1081694749247273,0.10731104761362076,0.10731104761362076,14067200
1981-01-16,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,13395200
1981-01-19,0.11289083957672119,0.11332005890925595,0.11289083957672119,0.11289083957672119,41574400
1981-01-20,0.1094571053981781,0.1098863247211355,0.1094571053981781,0.1098863247211355,30083200
1981-01-21,0.11160322278738022,0.11246165021920251,0.11160322278738022,0.11160322278738022,15904000
1981-01-22,0.11289083957672119,0.11374927824179072,0.11289083957672119,0.11289083957672119,35548800
1981-01-23,0.11246157437562943,0.11332001269057645,0.11246157437562941,0.11289079353310294,11222400
1981-01-26,0.11074474453926086,0.11117396383367048,0.11074474453926086,0.11117396383367048,24640000
1981-01-27,0.10988633334636688,0.11074476059761333,0.10988633334636688,0.11074476059761333,23699200
1981-01-28,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,28156800
1981-01-29,0.1025896668434143,0.10301888626998201,0.1025896668434143,0.10301888626998201,43904000
1981-01-30,0.09700906276702881,0.09786750146123749,0.09700906276702881,0.09786750146123749,46188800
1981-02-02,0.0914292186498642,0.09185843208542686,0.0914292186498642,0.09185843208542686,23766400
1981-02-03,0.09486298263072968,0.09529219621819224,0.09486298263072968,0.09486298263072968,19152000
1981-02-04,0.09829670190811157,0.09872590971064002,0.09829670190811157,0.09829670190811157,27865600
1981-02-05,0.09829670190811157,0.09915512897521521,0.09829670190811157,0.09829670190811157,7929600
1981-02-06,0.09872592240571976,0.0991551417254879,0.09872592240571976,0.09872592240571976,13865600
1981-02-09,0.09357534348964691,0.09443377651561902,0.09357534348964691,0.09443377651561902,16755200
1981-02-10,0.09357534348964691,0.09400456286814542,0.09357534348964691,0.09357534348964691,18345600
1981-02-11,0.09057081490755081,0.09100002847987974,0.09057081490755081,0.09100002847987974,13843200
1981-02-12,0.08971161395311356,0.09014160124055405,0.08971161395311356,0.09014160124055405,14560000
1981-02-13,0.08756554871797562,0.08842398178676342,0.08756554871797562,0.08842398178676342,11155200
1981-02-17,0.08971161395311356,0.09014160124055405,0.08971161395311356,0.08971161395311356,12275200
1981-02-18,0.09357534348964691,0.09443377651561902,0.09357534348964691,0.09357534348964691,19241600
1981-02-19,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.08842398116187643,22310400
1981-02-20,0.08327336609363556,0.08370258540447298,0.08327336609363556,0.08370258540447298,24371200
1981-02-23,0.08456101268529892,0.08499023199675151,0.08456101268529892,0.08456101268529892,14112000
1981-02-24,0.08155648410320282,0.08241491682324248,0.08155648410320282,0.08241491682324248,16979200
1981-02-25,0.08670710772275925,0.08713632135240351,0.08670710772275925,0.08670710772275925,19488000
1981-02-26,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.0879947617650032,10841600
1981-02-27,0.0910000205039978,0.09185845330444048,0.0910000205039978,0.0910000205039978,14761600
1981-03-02,0.0914292186498642,0.09185843208542686,0.0914292186498642,0.0914292186498642,11760000
1981-03-03,0.09014161676168442,0.09057083616578099,0.09014161676168442,0.09057083616578099,16172800
1981-03-04,0.08928238600492477,0.08971159953511042,0.08928238600492477,0.08971159953511042,13708800
1981-03-05,0.08885320276021957,0.08928242219541198,0.08885320276021957,0.08928242219541198,5376000
1981-03-06,0.0879947617650032,0.08885319482772451,0.0879947617650032,0.08885319482772451,11603200
1981-03-09,0.08112730830907822,0.08155652200304499,0.08112730830907822,0.08155652200304499,15321600
1981-03-10,0.07726356387138367,0.07769277742880702,0.07726356387138367,0.07769277742880702,28380800
1981-03-11,0.07425906509160995,0.07511749815765495,0.07425906509160995,0.07511749815765495,29859200
1981-03-12,0.07726356387138367,0.07769277742880702,0.07726356387138367,0.07726356387138367,59248000
1981-03-13,0.0764051303267479,0.07683434388024585,0.0764051303267479,0.07683434388024585,231302400
1981-03-16,0.07941043376922607,0.08026886679844059,0.07941043376922607,0.07941043376922607,37228800
1981-03-17,0.08327336609363556,0.08413179898428641,0.08327336609363556,0.08327336609363556,43747200
1981-03-18,0.08842397481203079,0.08928240781310687,0.08842397481203079,0.08842397481203079,36937600
1981-03-19,0.08756554871797562,0.08799476238685693,0.08756554871797562,0.08799476238685693,37811200
1981-03-20,0.08842397481203079,0.08928240781310687,0.08842397481203079,0.08842397481203079,14604800
1981-03-23,0.09185846894979477,0.09271690189644594,0.09185846894979477,0.09185846894979477,22019200
1981-03-24,0.0914292186498642,0.09185843208542686,0.0914292186498642,0.09185843208542686,28156800
1981-03-25,0.08971161395311356,0.09057082057074502,0.08971161395311356,0.09057082057074502,7056000
1981-03-26,0.0879947617650032,0.08842398116187643,0.0879947617650032,0.08842398116187643,12275200
1981-03-27,0.08499021828174591,0.08541943179291166,0.08499021828174591,0.08541943179291166,12252800
1981-03-30,0.08499021828174591,0.08584865103510048,0.08499021828174591,0.08499021828174591,9900800
1981-03-31,0.08413182199001312,0.08499025511540127,0.08413182199001312,0.08499025511540127,15993600
1981-04-01,0.08327336609363556,0.08370258540447298,0.08327336609363556,0.08370258540447298,34070400
1981-04-02,0.09057081490755081,0.09100002847987974,0.09057081490755081,0.09057081490755081,31404800
1981-04-03,0.0910000205039978,0.09142923976973083,0.0910000205039978,0.0910000205039978,16486400
1981-04-06,0.08928238600492477,0.08971159953511042,0.08928238600492477,0.08971159953511042,22803200
1981-04-07,0.08842397481203079,0.08885318844705646,0.08842397481203079,0.08885318844705646,10684800
1981-04-08,0.09271690249443054,0.09357533544661824,0.09271690249443054,0.09271690249443054,21952000
1981-04-09,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,12499200
1981-04-10,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,33465600
1981-04-13,0.09572141617536545,0.09615062976569187,0.09572141617536545,0.09572141617536545,16060800
